"masterid","stationid","latitude","longitude","huc","county","smcshed","smc_lu","probabilistic","objectid","sampleid","sampledate","samplemonth","sampleday","sampleyear","collectionmethodcode","fieldreplicate","databasecode","count","number_of_mmi_iterations","number_of_oe_iterations","pcnt_ambiguous_individuals","pcnt_ambiguous_taxa","e","mean_o","oovere","oovere_percentile","mmi","mmi_percentile","csci","csci_percentile","scoredate","scorenotes","cleaned","rand","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project","Year","MasterYear"
"801MIC035","SMCR8_035",34.08193,-116.89027,801,"San Bernardino","Upper Santa Ana","Open","true",6252,"SMCR8_035_06222006_BMI_RWB_1",2006-06-22 00:00:00,6,22,2006,"BMI_RWB",1,NA,496,1,20,4.03225806,17.39130435,4.8811766,4.9,1.00385632,0.51,1.02261307,0.55,1.0132347,0.53,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"801MIC035_2006"
"801MIC034","SMCR8_034",34.08909,-116.92669,801,"San Bernardino","Upper Santa Ana","Open","true",6251,"SMCR8_034_06222006_BMI_RWB_1",2006-06-22 00:00:00,6,22,2006,"BMI_RWB",1,NA,466,1,1,24.46351931,25,7.62955142,3,0.39320791,0,0.90972375,0.31,0.65146583,0.01,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"801MIC034_2006"
"801MIC007","SMCR8_007",34.0952,-116.96447,801,"San Bernardino","Upper Santa Ana","Open","true",6241,"SMCR8_007_06222006_BMI_RWB_1",2006-06-22 00:00:00,6,22,2006,"BMI_RWB",1,NA,504,20,20,15.87301587,35.71428571,6.92788986,2.95,0.42581508,0,0.741828,0.07,0.58382154,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"801MIC007_2006"
"801STW051","SMCR8_051",33.99512,-117.15212,801,"Riverside","Upper Santa Ana","Open","true",6258,"SMCR8_051_06032006_BMI_RWB_1",2006-06-03 00:00:00,6,3,2006,"BMI_RWB",1,NA,800,20,20,31.78973717,31.81818182,7.661571,3.8,0.49598183,0,0.44916377,0,0.4725728,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"801STW051_2006"
"801LYC062","SMCR8_062",34.21257,-117.45844,801,"San Bernardino","Middle Santa Ana","Open","true",6261,"SMCR8_062_06232006_BMI_RWB_1",2006-06-23 00:00:00,6,23,2006,"BMI_RWB",1,NA,506,20,20,11.26482213,32.14285714,6.71699795,4.9,0.72949256,0.08,0.87322433,0.24,0.80135845,0.11,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"801LYC062_2006"
"801MLC057","SMCR8_057",34.25033,-117.54376,801,"San Bernardino","Middle Santa Ana","Open","true",6260,"SMCR8_057_05182008_BMI_RWB_1",2008-05-18 00:00:00,5,18,2008,"BMI_RWB",1,NA,561,20,20,2.49554367,13.95348837,15.09442944,16.3,1.07986857,0.66,0.89963491,0.29,0.98975174,0.47,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801MLC057_2008"
"801SAN068","SMCR8_068",34.2575,-117.64123,801,"San Bernardino","Middle Santa Ana","Open","true",6262,"SMCR8_068_06102008_BMI_RWB_1",2008-06-10 00:00:00,6,10,2008,"BMI_RWB",1,NA,539,20,20,2.04081633,18.75,13.44661125,10.3,0.76599225,0.11,0.92515646,0.34,0.84557436,0.17,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801SAN068_2008"
"801HBC050","SMCR8_050",34.15651,-116.79441,801,"San Bernardino","Upper Santa Ana","Open","true",6257,"SMCR8_050_06232008_BMI_RWB_1",2008-06-23 00:00:00,6,23,2008,"BMI_RWB",1,NA,493,1,20,0.60851927,7.40740741,8.72784724,7,0.80203054,0.15,0.67463224,0.03,0.73833139,0.05,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801HBC050_2008"
"801MIC074","SMCR8_074",34.08167,-116.8887,801,"San Bernardino","Upper Santa Ana","Open","true",6267,"SMCR8_074_06252008_BMI_RWB_1",2008-06-25 00:00:00,6,25,2008,"BMI_RWB",1,NA,612,20,20,0,0,4.86686028,3.45,0.70887591,0.06,0.77387405,0.1,0.74137498,0.05,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801MIC074_2008"
"801CYC114","SMCR8_114",34.13646,-117.1897,801,"San Bernardino","Upper Santa Ana","Urban","true",6280,"SMCR8_114_07072008_BMI_RWB_1",2008-07-07 00:00:00,7,7,2008,"BMI_RWB",1,NA,605,20,20,1.32231405,9.67741935,7.58153284,6.95,0.91670117,0.33,0.79645494,0.13,0.85657805,0.19,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801CYC114_2008"
"801MFC100","SMCR8_100",34.22644,-116.93895,801,"San Bernardino","Upper Santa Ana","Urban","true",6275,"SMCR8_100_05282007_BMI_RWB_1",2007-05-28 00:00:00,5,28,2007,"BMI_RWB",1,NA,577,20,20,17.50433276,18.75,8.58782912,4,0.46577545,0,1.11973083,0.75,0.79275314,0.1,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801MFC100_2007"
"801STC071","SMCR8_071",33.75347,-117.67887,801,"Orange","Lower Santa Ana","Open","true",6265,"SMCR8_071_06052008_BMI_RWB_1",2008-06-05 00:00:00,6,5,2008,"BMI_RWB",1,NA,594,20,20,6.06060606,8.69565217,8.91426001,5.9,0.66186088,0.04,0.63449265,0.02,0.64817677,0.01,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801STC071_2008"
"801STC071","SMCR8_071",33.75347,-117.67887,801,"Orange","Lower Santa Ana","Open","true",6266,"SMCR8_071_06052008_BMI_RWB_2",2008-06-05 00:00:00,6,5,2008,"BMI_RWB",2,NA,455,1,20,1.97802198,8.69565217,8.91426001,6,0.67307886,0.04,0.65285124,0.03,0.66296505,0.02,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801STC071_2008"
"801MLC069","SMCR8_069",34.2481,-117.51276,801,"San Bernardino","Middle Santa Ana","Open","true",6263,"SMCR8_069_06012007_BMI_RWB_1",2007-06-01 00:00:00,6,1,2007,"BMI_RWB",1,NA,558,20,1,39.4265233,29.03225806,4.347057,5,1.15020346,0.79,1.09384452,0.7,1.12202399,0.78,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801MLC069_2007"
"801STW055","SMCR8_055",34.0396,-117.21973,801,"San Bernardino","Upper Santa Ana","Urban","true",6259,"SMCR8_055_06032006_BMI_RWB_1",2006-06-03 00:00:00,6,3,2006,"BMI_RWB",1,NA,470,1,1,30.42553191,20,7.74595952,3,0.38729869,0,0.6903381,0.04,0.5388184,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"801STW055_2006"
"801STC149","SMCR8_149",33.76593,-117.67927,801,"Orange","Lower Santa Ana","SMC_out","true",6288,"SMCR8_149_07082008_BMI_RWB_1",2008-07-08 00:00:00,7,8,2008,"BMI_RWB",1,NA,437,1,1,39.58810069,28.94736842,8.89162955,10,1.12465324,0.74,0.72547994,0.06,0.92506659,0.32,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801STC149_2008"
"802NJR160","SMCR8_160",33.73134,-116.8102,802,"Riverside","San Jacinto","Open","true",6292,"SMCR8_160_06072006_BMI_RWB_1",2006-06-07 00:00:00,6,7,2006,"BMI_RWB",1,NA,510,20,1,47.45098039,27.77777778,7.03106328,5,0.71113,0.06,0.64189562,0.02,0.67651281,0.02,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"802NJR160_2006"
"801TMC153","SMCR8_153",33.82397,-117.50602,801,"Riverside","Middle Santa Ana","Open","true",6290,"SMCR8_153_06162008_BMI_RWB_1",2008-06-16 00:00:00,6,16,2008,"BMI_RWB",1,NA,585,20,1,35.38461538,22.22222222,8.34916681,6,0.71863458,0.07,0.48718788,0,0.60291123,0.01,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801TMC153_2008"
"801SAR110","SMCR8_110",33.96468,-117.46518,801,"Riverside","Middle Santa Ana","Urban","true",6278,"SMCR8_110_06152006_BMI_RWB_1",2006-06-15 00:00:00,6,15,2006,"BMI_RWB",1,NA,798,20,20,42.10526316,40,8.9255455,5.8,0.64982023,0.03,0.72576773,0.06,0.68779398,0.03,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"801SAR110_2006"
"801TMW162","SMCR8_162",33.73786,-117.4173,801,"Riverside","Middle Santa Ana","Urban","true",6293,"SMCR8_162_06162008_BMI_RWB_1",2008-06-16 00:00:00,6,16,2008,"BMI_RWB",1,NA,566,20,20,3.18021201,11.53846154,7.68425147,6.5,0.8458859,0.21,0.47296852,0,0.65942721,0.02,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801TMW162_2008"
"802SJR116","SMCR8_116",33.66396,-117.2787,802,"Riverside","San Jacinto","Urban","true",6281,"SMCR8_116_06212006_BMI_RWB_1",2006-06-21 00:00:00,6,21,2006,"BMI_RWB",1,NA,581,20,1,44.23407917,47.36842105,6.86894297,3,0.43674842,0,0.37598668,0,0.40636755,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"802SJR116_2006"
"801EBC126","SMCR8_126",34.17413,-116.89426,801,"San Bernardino","Upper Santa Ana","Open","true",6285,"SMCR8_126_06232008_BMI_RWB_1",2008-06-23 00:00:00,6,23,2008,"BMI_RWB",1,NA,573,20,20,0.69808028,12.5,11.66656038,6.65,0.57000519,0.01,0.47934418,0,0.52467468,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801EBC126_2008"
"801XXX118","SMCR8_118",34.27906,-117.47566,801,"San Bernardino","Upper Santa Ana","Open","true",6282,"SMCR8_118_06112008_BMI_RWB_1",2008-06-11 00:00:00,6,11,2008,"BMI_RWB",1,NA,600,20,20,0.66666667,12,6.39243343,4.95,0.774353,0.12,0.71594306,0.06,0.74514803,0.06,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801XXX118_2008"
"801SAR124","SMCR8_124",34.12656,-117.07716,801,"San Bernardino","Upper Santa Ana","Open","true",6284,"SMCR8_124_06242009_BMI_RWB_1",2009-06-24 00:00:00,6,24,2009,"BMI_RWB",1,NA,599,20,20,27.21202003,26.66666667,6.92818583,5,0.72168965,0.07,1.0557751,0.62,0.88873237,0.24,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"801SAR124_2009"
"801NLC105","SMCR8_105",34.25265,-117.4925,801,"San Bernardino","Middle Santa Ana","Open","true",6276,"SMCR8_105_06022007_BMI_RWB_1",2007-06-02 00:00:00,6,2,2007,"BMI_RWB",1,NA,497,1,1,31.38832998,27.27272727,5.18475399,5,0.96436591,0.43,0.82433817,0.16,0.89435204,0.25,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801NLC105_2007"
"801SAR151","SMCR8_151",33.98873,-117.39614,801,"Riverside","Middle Santa Ana","Urban","true",6289,"SMCR8_151_06102007_BMI_RWB_1",2007-06-10 00:00:00,6,10,2007,"BMI_RWB",1,NA,526,20,20,13.49809886,40,8.9180832,5.8,0.65036397,0.03,0.62324929,0.02,0.63680663,0.01,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801SAR151_2007"
"802SWC206","SMCR8_206",33.73283,-116.74047,802,"Riverside","San Jacinto","Open","true",6306,"SMCR8_206_06152006_BMI_RWB_1",2006-06-15 00:00:00,6,15,2006,"BMI_RWB",1,NA,565,20,20,29.02654867,38.0952381,6.94710888,6,0.86366863,0.24,0.51039144,0,0.68703003,0.03,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"802SWC206_2006"
"801STW208","SMCR8_208",34.0023,-117.16428,801,"Riverside","Upper Santa Ana","Open","true",6307,"SMCR8_208_06172007_BMI_RWB_1",2007-06-17 00:00:00,6,17,2007,"BMI_RWB",1,NA,500,1,20,8,38.46153846,7.68486112,4,0.52050388,0.01,0.64997693,0.03,0.5852404,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801STW208_2007"
"801SAR168","SMCR8_168",34.17865,-116.84726,801,"San Bernardino","Upper Santa Ana","Open","true",6296,"SMCR8_168_06162007_BMI_RWB_1",2007-06-16 00:00:00,6,16,2007,"BMI_RWB",1,NA,539,20,20,23.19109462,18.51851852,10.04441945,7.95,0.79148427,0.14,1.00606376,0.51,0.89877402,0.26,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801SAR168_2007"
"801SAR168","SMCR8_168",34.17865,-116.84726,801,"San Bernardino","Upper Santa Ana","Open","true",6297,"SMCR8_168_06162007_BMI_RWB_2",2007-06-16 00:00:00,6,16,2007,"BMI_RWB",2,NA,502,20,1,28.28685259,15.78947368,10.04441945,8,0.79646216,0.14,1.12465243,0.76,0.96055729,0.4,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801SAR168_2007"
"801HNC203","SMCR8_203",34.18658,-116.91801,801,"San Bernardino","Upper Santa Ana","Open","true",6305,"SMCR8_203_05292007_BMI_RWB_1",2007-05-29 00:00:00,5,29,2007,"BMI_RWB",1,NA,493,1,1,27.99188641,21.42857143,9.17207673,7,0.76318594,0.11,1.13844989,0.78,0.95081791,0.38,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801HNC203_2007"
"801BRC184","SMCR8_184",34.16546,-117.01553,801,"San Bernardino","Upper Santa Ana","Open","true",6303,"SMCR8_184_07072009_BMI_RWB_1",2009-07-07 00:00:00,7,7,2009,"BMI_RWB",1,NA,586,20,20,26.10921502,27.77777778,6.35746699,4,0.6291814,0.03,1.09144822,0.7,0.86031481,0.19,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"801BRC184_2009"
"801BRC184","SMCR8_184",34.16546,-117.01553,801,"San Bernardino","Upper Santa Ana","Open","true",6304,"SMCR8_184_07072009_BMI_RWB_2",2009-07-07 00:00:00,7,7,2009,"BMI_RWB",2,NA,521,20,20,22.84069098,20,6.35746699,5,0.78647675,0.13,1.07437295,0.66,0.93042485,0.33,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"801BRC184_2009"
"801PCW171","SMCR8_171",33.72398,-117.78003,801,"Orange","Lower Santa Ana","Urban","true",6298,"SMCR8_171_06042008_BMI_RWB_1",2008-06-04 00:00:00,6,4,2008,"BMI_RWB",1,NA,581,20,20,0,0,8.94918656,3,0.335226,0,0.2047254,0,0.2699757,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801PCW171_2008"
"801PCW171","SMCR8_171",33.72398,-117.78003,801,"Orange","Lower Santa Ana","Urban","true",6299,"SMCR8_171_06042008_BMI_RWB_2",2008-06-04 00:00:00,6,4,2008,"BMI_RWB",2,NA,597,20,20,0,0,8.94918656,3,0.335226,0,0.21367089,0,0.27444845,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801PCW171_2008"
"801XXX259","SMCR8_259",34.07638,-117.09505,801,"San Bernardino","Upper Santa Ana","Agricultural","true",6313,"SMCR8_259_06292008_BMI_RWB_1",2008-06-29 00:00:00,6,29,2008,"BMI_RWB",1,NA,464,1,20,2.15517241,17.64705882,7.00692295,4.95,0.70644419,0.06,0.66274888,0.03,0.68459653,0.02,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801XXX259_2008"
"802HYC267","SMCR8_267",33.67606,-116.67871,802,"Riverside","San Jacinto","Open","true",6314,"SMCR8_267_06272006_BMI_RWB_1",2006-06-27 00:00:00,6,27,2006,"BMI_RWB",1,NA,462,1,20,4.11255411,40,6.4440553,2.9,0.45002717,0,0.65959483,0.03,0.554811,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"802HYC267_2006"
"801LYC271","SMCR8_271",34.22931,-117.47362,801,"San Bernardino","Middle Santa Ana","Open","true",6316,"SMCR8_271_06022007_BMI_RWB_1",2007-06-02 00:00:00,6,2,2007,"BMI_RWB",1,NA,488,1,1,28.07377049,30.43478261,7.24879203,5,0.6897701,0.05,1.05683406,0.62,0.87330208,0.21,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801LYC271_2007"
"801XXX305","SMCR8_305",33.70892,-117.80066,801,"Orange","Lower Santa Ana","Urban","true",6318,"SMCR8_305_06042008_BMI_RWB_1",2008-06-04 00:00:00,6,4,2008,"BMI_RWB",1,NA,496,1,20,5.64516129,15.78947368,8.28376701,5,0.60359013,0.02,0.3833321,0,0.49346111,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801XXX305_2008"
"801LYC346","SMCR8_346",34.23613,-117.49604,801,"San Bernardino","Middle Santa Ana","Open","true",6321,"SMCR8_346_06022007_BMI_RWB_1",2007-06-02 00:00:00,6,2,2007,"BMI_RWB",1,NA,523,20,1,26.95984704,18.18181818,6.39475909,4,0.62551223,0.02,0.92608869,0.34,0.77580046,0.08,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801LYC346_2007"
"801PLC362","SMCR8_362",34.23904,-117.49896,801,"San Bernardino","Middle Santa Ana","Open","true",6324,"SMCR8_362_07172008_BMI_RWB_1",2008-07-17 00:00:00,7,17,2008,"BMI_RWB",1,NA,558,20,20,0.89605735,11.53846154,6.40678714,5,0.78042237,0.12,0.97282498,0.44,0.87662367,0.22,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801PLC362_2008"
"801MIC370","SMCR8_370",34.10015,-117.02393,801,"San Bernardino","Upper Santa Ana","Open","true",6326,"SMCR8_370_06172007_BMI_RWB_2",2007-06-17 00:00:00,6,17,2007,"BMI_RWB",2,NA,560,20,1,38.92857143,14.81481481,6.73549678,3,0.44540145,0,0.90324259,0.29,0.67432202,0.02,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801MIC370_2007"
"801SAR334","SMCR8_334",34.18321,-116.8773,801,"San Bernardino","Upper Santa Ana","Open","true",6320,"SMCR8_334_06252008_BMI_RWB_1",2008-06-25 00:00:00,6,25,2008,"BMI_RWB",1,NA,584,20,20,2.56849315,14.28571429,10.05305888,7.9,0.78583047,0.13,0.86971182,0.23,0.82777115,0.14,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801SAR334_2008"
"802SWC419","SMCR8_419",33.74266,-116.71364,802,"Riverside","San Jacinto","Open","true",6329,"SMCR8_419_04192007_BMI_RWB_1",2007-04-19 00:00:00,4,19,2007,"BMI_RWB",1,NA,552,20,20,14.67391304,18.18181818,7.08643153,4,0.56445899,0.01,1.02049186,0.55,0.79247542,0.1,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"802SWC419_2007"
"802SWC375","SMCR8_375",33.75657,-116.70164,802,"Riverside","San Jacinto","Open","true",6327,"SMCR8_375_04192007_BMI_RWB_1",2007-04-19 00:00:00,4,19,2007,"BMI_RWB",1,NA,507,20,1,31.36094675,15,8.62033819,6,0.69602838,0.06,1.23246036,0.9,0.96424437,0.41,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"802SWC375_2007"
"801WCC446","SMCR8_446",34.18543,-117.18567,801,"San Bernardino","Upper Santa Ana","Open","true",6331,"SMCR8_446_06092007_BMI_RWB_2",2007-06-09 00:00:00,6,9,2007,"BMI_RWB",2,NA,505,20,1,25.74257426,38.0952381,6.53871309,5,0.76467646,0.11,0.79099554,0.12,0.777836,0.08,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801WCC446_2007"
"801CYC398","SMCR8_398",34.13646,-117.18965,801,"San Bernardino","Upper Santa Ana","Urban","true",6328,"SMCR8_398_06152007_BMI_RWB_1",2007-06-15 00:00:00,6,15,2007,"BMI_RWB",1,NA,505,20,1,23.16831683,22.22222222,8.32975417,5,0.60025781,0.02,0.81862159,0.16,0.7094397,0.03,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"801CYC398_2007"
"802HYC496","SMCR8_496",33.68738,-116.68416,802,"Riverside","San Jacinto","Open","true",6337,"SMCR8_496_07012008_BMI_RWB_1",2008-07-01 00:00:00,7,1,2008,"BMI_RWB",1,NA,427,1,20,3.04449649,18.42105263,6.95341596,7.9,1.13613223,0.76,0.465791,0,0.80096161,0.11,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"802HYC496_2008"
"801SDC504","SMCR8_504",33.65657,-117.76426,801,"Orange","Lower Santa Ana","Urban","true",6339,"SMCR8_504_07082008_BMI_RWB_1",2008-07-08 00:00:00,7,8,2008,"BMI_RWB",1,NA,604,20,20,5.79470199,17.64705882,7.63653641,2,0.26189884,0,0.31403314,0,0.28796599,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"801SDC504_2008"
