"","analytename","SiteYear","stationcode","objectid","sampledate","sampletypecode","matrixname","fieldreplicate","labreplicate","methodname","fractionname","unit","result","resqualcode","mdl","rl","dilutionfactor","qacode","labresultcomments","labagencycode","projectcode","record_origin","origin_lastupdatedate","record_publish","originalid","masterid","huc","smcshed","smc_lu","latitude","longitude","probabilistic","SiteDate","Year","OCresult","OrgNorm","RLOC","Class","TEB","LEB","Assessment","RLOC_Eval","TEBq","LEBq","AssessNumeric"
"316","Cypermethrin","904S08089_2010","904S08089",85876,2010-05-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000233,0.000465,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S08089",904,"Central San Diego","Agricultural",33.08899,-117.13748,"true","904S08089_2010-05-20",2010,0.0532,0,0.009,"PYR",0.049,0.49,"Unlikely_ND","GoodRL",0,0,6
"461","Deltamethrin","904S08089_2010","904S08089",85877,2010-05-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000155,0.00031,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S08089",904,"Central San Diego","Agricultural",33.08899,-117.13748,"true","904S08089_2010-05-20",2010,0.0532,0,0.01,"PYR",0.02,0.2,"Unlikely_ND","GoodRL",0,0,6
"549","Esfenvalerate","904S08089_2010","904S08089",123026,2010-05-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000155,0.00031,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S08089",904,"Central San Diego","Agricultural",33.08899,-117.13748,"true","904S08089_2010-05-20",2010,0.0532,0,0.006,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"628","Fenpropathrin","904S08089_2010","904S08089",85878,2010-05-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00062,0.00124,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S08089",904,"Central San Diego","Agricultural",33.08899,-117.13748,"true","904S08089_2010-05-20",2010,0.0532,0,0.02,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"762","Permethrin","904S08089_2010","904S08089",85880,2010-05-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000543,0.001085,1,"None",NA,"DFG-WPCL","RWB9_SMC_2010","SWAMP",2011-07-07 00:00:00,"true",NA,"904S08089",904,"Central San Diego","Agricultural",33.08899,-117.13748,"true","904S08089_2010-05-20",2010,0.0532,0,0.02,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"77","Bifenthrin","904S12185_2011","904S12185",85912,2011-05-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00684,"=",0.000391,0.000783,1,"IL",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"904S12185",904,"Central San Diego","Agricultural",33.09918,-117.13013,"true","904S12185_2011-05-24",2011,0.007,0.98,0.11,"PYR",0.17,0.6,"Likely","GoodRL",5.76470588235294,1.63333333333333,1
"213","Cyfluthrin","904S12185_2011","904S12185",123077,2011-05-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000313,0.000626,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"904S12185",904,"Central San Diego","Agricultural",33.09918,-117.13013,"true","904S12185_2011-05-24",2011,0.007,0,0.089,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"317","Cypermethrin","904S12185_2011","904S12185",85913,2011-05-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00047,0.000939,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"904S12185",904,"Central San Diego","Agricultural",33.09918,-117.13013,"true","904S12185_2011-05-24",2011,0.007,0,0.134,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"449","Deltamethrin","904S12185_2011","904S12185",123079,2011-05-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000313,0.000626,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"904S12185",904,"Central San Diego","Agricultural",33.09918,-117.13013,"true","904S12185_2011-05-24",2011,0.007,0,0.09,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"550","Esfenvalerate","904S12185_2011","904S12185",85914,2011-05-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000313,0.000626,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"904S12185",904,"Central San Diego","Agricultural",33.09918,-117.13013,"true","904S12185_2011-05-24",2011,0.007,0,0.089,"PYR",0.055,0.55,"Possible or Unlikely","Poor RL",0,0,4
"629","Fenpropathrin","904S12185_2011","904S12185",85915,2011-05-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00125,0.00251,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"904S12185",904,"Central San Diego","Agricultural",33.09918,-117.13013,"true","904S12185_2011-05-24",2011,0.007,0,0.36,"PYR",0.11,1.1,"Possible or Unlikely","Poor RL",0,0,4
"763","Permethrin","904S12185_2011","904S12185",85917,2011-05-24,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.0011,0.00219,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"904S12185",904,"Central San Diego","Agricultural",33.09918,-117.13013,"true","904S12185_2011-05-24",2011,0.007,0,0.31,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"450","Deltamethrin","905S15201_2012","905S15201",123229,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000577,0.0026,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"905S15201",905,"Central San Diego","Open",33.11778,-116.85444,"true","905S15201_2012-06-30",2012,0.0123,0,0.21,"PYR",0.02,0.2,"RL Too High","Tragic RL",0,0,2
"214","Cyfluthrin","905S15201_2012","905S15201",86076,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000335,0.00325,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"905S15201",905,"Central San Diego","Open",33.11778,-116.85444,"true","905S15201_2012-06-30",2012,0.0123,0,0.264,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"318","Cypermethrin","905S15201_2012","905S15201",86077,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00034,0.00325,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"905S15201",905,"Central San Diego","Open",33.11778,-116.85444,"true","905S15201_2012-06-30",2012,0.0123,0,0.264,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"551","Esfenvalerate","905S15201_2012","905S15201",86078,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000339,0.0013,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"905S15201",905,"Central San Diego","Open",33.11778,-116.85444,"true","905S15201_2012-06-30",2012,0.0123,0,0.106,"PYR",0.055,0.55,"Possible or Unlikely","Poor RL",0,0,4
"78","Bifenthrin","905S15201_2012","905S15201",123227,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000164,0.000649,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"905S15201",905,"Central San Diego","Open",33.11778,-116.85444,"true","905S15201_2012-06-30",2012,0.0123,0,0.05,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"630","Fenpropathrin","905S15201_2012","905S15201",86079,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000113,0.000649,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"905S15201",905,"Central San Diego","Open",33.11778,-116.85444,"true","905S15201_2012-06-30",2012,0.0123,0,0.05,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"764","Permethrin","905S15201_2012","905S15201",86080,2012-06-30,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00126,0.00325,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"905S15201",905,"Central San Diego","Open",33.11778,-116.85444,"true","905S15201_2012-06-30",2012,0.0123,0,0.26,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"39","Bifenthrin","906S02902_2011","906S02902",123344,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0175,"=",0.000109,0.000434,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"906S02902",906,"Central San Diego","Urban",32.949075,-117.064432,"true","906S02902_2011-08-03",2011,0.0881,0.2,0,"PYR",0.17,0.6,"Possible","GoodRL",1.17647058823529,0.333333333333333,3
"175","Cyfluthrin","906S02902_2011","906S02902",86201,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000777,"DNQ",0.000224,0.00217,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"906S02902",906,"Central San Diego","Urban",32.949075,-117.064432,"true","906S02902_2011-08-03",2011,0.0881,0.009,0.025,"PYR",0.046,0.46,"Unlikely (<TEB)","GoodRL",0.195652173913043,0.0195652173913043,5
"319","Cypermethrin","906S02902_2011","906S02902",86203,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00026,"DNQ",0.000228,0.00217,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"906S02902",906,"Central San Diego","Urban",32.949075,-117.064432,"true","906S02902_2011-08-03",2011,0.0881,0.003,0.025,"PYR",0.049,0.49,"Unlikely (<TEB)","GoodRL",0.0612244897959184,0.00612244897959184,5
"451","Deltamethrin","906S02902_2011","906S02902",123345,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00111,"DNQ",0.000386,0.00174,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"906S02902",906,"Central San Diego","Urban",32.949075,-117.064432,"true","906S02902_2011-08-03",2011,0.0881,0.01,0.02,"PYR",0.02,0.2,"Unlikely (<TEB)","GoodRL",0.5,0.05,5
"725","Permethrin","906S02902_2011","906S02902",123349,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00396,"DNQ",0.00084,0.00217,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"906S02902",906,"Central San Diego","Urban",32.949075,-117.064432,"true","906S02902_2011-08-03",2011,0.0881,0.04,0.02,"PYR",0.42,9.3,"Unlikely (<TEB)","GoodRL",0.0952380952380952,0.0043010752688172,5
"552","Esfenvalerate","906S02902_2011","906S02902",86204,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000227,0.000869,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"906S02902",906,"Central San Diego","Urban",32.949075,-117.064432,"true","906S02902_2011-08-03",2011,0.0881,0,0.01,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"631","Fenpropathrin","906S02902_2011","906S02902",123347,2011-08-03,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",7.6e-05,0.000434,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"906S02902",906,"Central San Diego","Urban",32.949075,-117.064432,"true","906S02902_2011-08-03",2011,0.0881,0,0,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"40","Bifenthrin","907M23342_2017","907M23342",49424,2017-06-13,"grab","sediment",1,1,"EPA 8270D_NCI","None","ug/g dw",-88,"ND",0.00022,0.00071,1,"None","","PEL",NA,"SMC",2018-06-11 15:23:11,"true",NA,"907M23342",907,"Mission Bay and San Diego River","Open",32.99095,-116.59072,"true","907M23342_2017-06-13",2017,0.038,0,0.02,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"176","Cyfluthrin","907M23342_2017","907M23342",49427,2017-06-13,"grab","sediment",1,1,"EPA 8270D_NCI","Total","ug/g dw",-88,"ND",0.00025,8e-04,1,"None","","PEL",NA,"SMC",2018-06-11 15:23:11,"true",NA,"907M23342",907,"Mission Bay and San Diego River","Open",32.99095,-116.59072,"true","907M23342_2017-06-13",2017,0.038,0,0.021,"PYR",0.046,0.46,"Unlikely_ND","GoodRL",0,0,6
"320","Cypermethrin","907M23342_2017","907M23342",49433,2017-06-13,"grab","sediment",1,1,"EPA 8270D_NCI","Total","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2018-06-11 15:23:11,"true",NA,"907M23342",907,"Mission Bay and San Diego River","Open",32.99095,-116.59072,"true","907M23342_2017-06-13",2017,0.038,0,0.024,"PYR",0.049,0.49,"Unlikely_ND","GoodRL",0,0,6
"452","Deltamethrin","907M23342_2017","907M23342",49439,2017-06-13,"grab","sediment",1,1,"EPA 8270D_NCI","None","ug/g dw",-88,"ND",0.00029,0.00092,1,"None","","PEL",NA,"SMC",2018-06-11 15:23:11,"true",NA,"907M23342",907,"Mission Bay and San Diego River","Open",32.99095,-116.59072,"true","907M23342_2017-06-13",2017,0.038,0,0.02,"PYR",0.02,0.2,"Unlikely_ND","GoodRL",0,0,6
"566","Esfenvalerate","907M23342_2017","907M23342",49445,2017-06-13,"grab","sediment",1,1,"EPA 8270D_NCI","None","ug/g dw",-88,"ND",0.00028,9e-04,1,"None","","PEL",NA,"SMC",2018-06-11 15:23:11,"true",NA,"907M23342",907,"Mission Bay and San Diego River","Open",32.99095,-116.59072,"true","907M23342_2017-06-13",2017,0.038,0,0.024,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"726","Permethrin","907M23342_2017","907M23342",49466,2017-06-13,"grab","sediment",1,1,"EPA 8270D_NCI","Total","ug/g dw",-88,"ND",0.00017,0.00055,1,"None","","PEL",NA,"SMC",2018-06-11 15:23:12,"true",NA,"907M23342",907,"Mission Bay and San Diego River","Open",32.99095,-116.59072,"true","907M23342_2017-06-13",2017,0.038,0,0.01,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"177","Cyfluthrin","907M23385_2019","907M23385",129056,2019-06-25,"grab","sediment",1,1,"EPA 8270D_NCI","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_San_Diego_River_WMA_2019","SMC",2020-01-17 20:27:23,"false",NA,"907M23385",907,"Mission Bay and San Diego River","Urban",32.81067,-117.07466,"true","907M23385_2019-06-25",2019,0.0092,0,0.054,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"321","Cypermethrin","907M23385_2019","907M23385",129062,2019-06-25,"grab","sediment",1,1,"EPA 8270D_NCI","Total","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_San_Diego_River_WMA_2019","SMC",2020-01-17 20:27:23,"false",NA,"907M23385",907,"Mission Bay and San Diego River","Urban",32.81067,-117.07466,"true","907M23385_2019-06-25",2019,0.0092,0,0.054,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"466","Deltamethrin","907M23385_2019","907M23385",129065,2019-06-25,"grab","sediment",1,1,"EPA 8270D_NCI","None","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_San_Diego_River_WMA_2019","SMC",2020-01-17 20:27:23,"false",NA,"907M23385",907,"Mission Bay and San Diego River","Urban",32.81067,-117.07466,"true","907M23385_2019-06-25",2019,0.0092,0,0.05,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"41","Bifenthrin","907M23385_2019","907M23385",129044,2019-06-25,"grab","sediment",1,1,"EPA 8270D_NCI","None","ug/g dw",0.000436,"DNQ",0.00022,5e-04,1,"None","","PEL","SMC_San_Diego_River_WMA_2019","SMC",2020-01-17 20:27:23,"false",NA,"907M23385",907,"Mission Bay and San Diego River","Urban",32.81067,-117.07466,"true","907M23385_2019-06-25",2019,0.0092,0.05,0.05,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.294117647058824,0.0833333333333333,5
"567","Esfenvalerate","907M23385_2019","907M23385",129068,2019-06-25,"grab","sediment",1,1,"EPA 8270D_NCI","None","ug/g dw",-88,"ND",0.00025,5e-04,1,"None","","PEL","SMC_San_Diego_River_WMA_2019","SMC",2020-01-17 20:27:23,"false",NA,"907M23385",907,"Mission Bay and San Diego River","Urban",32.81067,-117.07466,"true","907M23385_2019-06-25",2019,0.0092,0,0.054,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"727","Permethrin","907M23385_2019","907M23385",129117,2019-06-25,"grab","sediment",1,1,"EPA 8270D_NCI","Total","ug/g dw",-88,"ND",0.00017,5e-04,1,"None","","PEL","SMC_San_Diego_River_WMA_2019","SMC",2020-01-17 20:27:23,"false",NA,"907M23385",907,"Mission Bay and San Diego River","Urban",32.81067,-117.07466,"true","907M23385_2019-06-25",2019,0.0092,0,0.05,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"178","Cyfluthrin","907S05514_2011","907S05514",86583,2011-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000322,0.000644,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"907S05514",907,"Mission Bay and San Diego River","Open",32.97974,-116.74246,"true","907S05514_2011-05-18",2011,0.0094,0,0.069,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"322","Cypermethrin","907S05514_2011","907S05514",123745,2011-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000483,0.000966,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"907S05514",907,"Mission Bay and San Diego River","Open",32.97974,-116.74246,"true","907S05514_2011-05-18",2011,0.0094,0,0.103,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"386","Deltamethrin","907S05514_2011","907S05514",86584,2011-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000322,0.000644,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"907S05514",907,"Mission Bay and San Diego River","Open",32.97974,-116.74246,"true","907S05514_2011-05-18",2011,0.0094,0,0.07,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"564","Esfenvalerate","907S05514_2011","907S05514",123746,2011-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000322,0.000644,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"907S05514",907,"Mission Bay and San Diego River","Open",32.97974,-116.74246,"true","907S05514_2011-05-18",2011,0.0094,0,0.069,"PYR",0.055,0.55,"Possible or Unlikely","Poor RL",0,0,4
"632","Fenpropathrin","907S05514_2011","907S05514",123747,2011-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00129,0.00258,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"907S05514",907,"Mission Bay and San Diego River","Open",32.97974,-116.74246,"true","907S05514_2011-05-18",2011,0.0094,0,0.27,"PYR",0.11,1.1,"Possible or Unlikely","Poor RL",0,0,4
"42","Bifenthrin","907S05514_2011","907S05514",123743,2011-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000403,0.000805,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"907S05514",907,"Mission Bay and San Diego River","Open",32.97974,-116.74246,"true","907S05514_2011-05-18",2011,0.0094,0,0.09,"PYR",0.17,0.6,"Unlikely_ND","GoodRL",0,0,6
"728","Permethrin","907S05514_2011","907S05514",123748,2011-05-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00113,0.00225,1,"None",NA,"DFG-WPCL","RWB9_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"907S05514",907,"Mission Bay and San Diego River","Open",32.97974,-116.74246,"true","907S05514_2011-05-18",2011,0.0094,0,0.24,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"729","Permethrin","907S11430_2012","907S11430",123783,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.01223,"=",0.000688,0.00178,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"907S11430",907,"Mission Bay and San Diego River","Urban",32.848374,-116.860048,"true","907S11430_2012-07-18",2012,0.0177,0.69,0.1,"PYR",0.42,9.3,"Possible","GoodRL",1.64285714285714,0.0741935483870968,3
"387","Deltamethrin","907S11430_2012","907S11430",123779,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000316,0.00142,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"907S11430",907,"Mission Bay and San Diego River","Urban",32.848374,-116.860048,"true","907S11430_2012-07-18",2012,0.0177,0,0.08,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"43","Bifenthrin","907S11430_2012","907S11430",86612,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00201,"=",9e-05,0.000356,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"907S11430",907,"Mission Bay and San Diego River","Urban",32.848374,-116.860048,"true","907S11430_2012-07-18",2012,0.0177,0.11,0.02,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.647058823529412,0.183333333333333,5
"179","Cyfluthrin","907S11430_2012","907S11430",86613,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000292,"DNQ",0.000183,0.00178,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"907S11430",907,"Mission Bay and San Diego River","Urban",32.848374,-116.860048,"true","907S11430_2012-07-18",2012,0.0177,0.016,0.101,"PYR",0.046,0.46,"Unlikely (<TEB)","Poor RL",0.347826086956522,0.0347826086956522,5
"323","Cypermethrin","907S11430_2012","907S11430",86615,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000236,"DNQ",0.000186,0.00178,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"907S11430",907,"Mission Bay and San Diego River","Urban",32.848374,-116.860048,"true","907S11430_2012-07-18",2012,0.0177,0.013,0.101,"PYR",0.049,0.49,"Unlikely (<TEB)","Poor RL",0.26530612244898,0.026530612244898,5
"568","Esfenvalerate","907S11430_2012","907S11430",123780,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000186,0.000711,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"907S11430",907,"Mission Bay and San Diego River","Urban",32.848374,-116.860048,"true","907S11430_2012-07-18",2012,0.0177,0,0.04,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"642","Fenpropathrin","907S11430_2012","907S11430",123781,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",6.2e-05,0.000356,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"907S11430",907,"Mission Bay and San Diego River","Urban",32.848374,-116.860048,"true","907S11430_2012-07-18",2012,0.0177,0,0.02,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"388","Deltamethrin","909S14218_2012","909S14218",86774,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00405,"=",0.000592,0.00267,1,"IL",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"909S14218",909,"Southern San Diego","Urban",32.829985,-116.736039,"true","909S14218_2012-07-18",2012,0.0485,0.08,0.06,"PYR",0.02,0.2,"Possible","Poor RL",4,0.4,3
"180","Cyfluthrin","909S14218_2012","909S14218",86772,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000344,0.00333,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"909S14218",909,"Southern San Diego","Urban",32.829985,-116.736039,"true","909S14218_2012-07-18",2012,0.0485,0,0.069,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"44","Bifenthrin","909S14218_2012","909S14218",86771,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00108,"=",0.000168,0.000667,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"909S14218",909,"Southern San Diego","Urban",32.829985,-116.736039,"true","909S14218_2012-07-18",2012,0.0485,0.02,0.01,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.117647058823529,0.0333333333333333,5
"324","Cypermethrin","909S14218_2012","909S14218",123930,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000443,"DNQ",0.000349,0.00333,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"909S14218",909,"Southern San Diego","Urban",32.829985,-116.736039,"true","909S14218_2012-07-18",2012,0.0485,0.009,0.069,"PYR",0.049,0.49,"Unlikely (<TEB)","Poor RL",0.183673469387755,0.0183673469387755,5
"529","Esfenvalerate","909S14218_2012","909S14218",123931,2012-07-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000348,0.00133,1,"None",NA,"DFG-WPCL","RWB9_SMC_2012","SWAMP",2014-04-02 00:00:00,"true",NA,"909S14218",909,"Southern San Diego","Urban",32.829985,-116.736039,"true","909S14218_2012-07-18",2012,0.0485,0,0.027,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
