masterid,SiteYear,MeanSurvival,CtrlAdjSurvival,csci,e,mean_o,oovere,oovere_percentile,mmi,mmi_percentile,ASCI.hybrid,PyrethroidSum,PyrethroidSum_OrgNorm,Arsenic,Cadmium,Chromium,Copper,Lead,Mercury,Nickel,Zinc,mPECq,huc,smcshed,smc_lu,latitude,longitude,probabilistic
SMC00873,SMC00873_2019,100,100,NA,NA,NA,NA,NA,NA,NA,NA,0.000327,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.59849,-117.62668,TRUE
SMC00899,SMC00899_2011,NA,NA,0.3183807,8.85045832,3,0.3389655,0,0.29779591,0,0.75684356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.71747,-117.7888,TRUE
SMC00911,SMC00911_2009,NA,NA,1.00026591,7.65838423,9.75,1.2731145,0.92,0.72741732,0.06,0.98120174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,Ventura,Open,34.50797,-119.29854,TRUE
SMC00921,SMC00921_2010,NA,NA,0.56720312,6.83291904,4.35,0.63662396,0.03,0.49778228,0,0.59494168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.10624,-117.11573,TRUE
SMC00924,SMC00924_2009,NA,NA,1.30545388,10.51275815,13.6,1.29366621,0.94,1.31724156,0.96,0.77537484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.22394,-118.18053,TRUE
SMC00924,SMC00924_2010,NA,NA,0.64652317,10.51275815,8.1,0.77049238,0.11,0.52255395,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.22394,-118.18053,TRUE
SMC00924,SMC00924_2011,NA,NA,0.70797257,10.51275815,8.55,0.81329751,0.16,0.60264763,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.22394,-118.18053,TRUE
SMC00924,SMC00924_2012,NA,NA,0.80802904,10.51275815,8.2,0.78000463,0.12,0.83605345,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.22394,-118.18053,TRUE
SMC00924,SMC00924_2014,NA,NA,1.11793289,10.51275815,13,1.2365927,0.89,0.99927307,0.5,0.89261527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.22394,-118.18053,TRUE
SMC00924,SMC00924_2016,NA,NA,0.98980449,10.51275815,11.6,1.10342118,0.71,0.87618779,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.22394,-118.18053,TRUE
SMC00924,SMC00924_2017,NA,NA,0.91430341,10.51275815,9.55,0.90842002,0.32,0.9201868,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.22394,-118.18053,TRUE
SMC00926,SMC00926_2010,NA,NA,0.48667736,11.2077867,6.45,0.57549275,0.01,0.39786196,0,0.63957062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.90739,-117.88296,TRUE
SMC00926,SMC00926_2018,90,97.2972973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.90739,-117.88296,TRUE
SMC00957,SMC00957_2010,NA,NA,0.78378935,11.18183165,10.6,0.94796634,0.39,0.61961235,0.02,0.49781203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.96195,-117.37075,TRUE
SMC00958,SMC00958_2011,NA,NA,0.247141,7.7885899,1.6,0.20542871,0,0.28885329,0,0.92554431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.82532,-117.99894,TRUE
SMC00963,SMC00963_2010,NA,NA,0.80311628,7.62998471,8,1.04849489,0.6,0.55773767,0.01,0.63706611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.56401,-117.6514,TRUE
SMC00963,SMC00963_2014,NA,NA,0.87168743,7.62998471,8.95,1.17300366,0.82,0.57037119,0.01,0.76481084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.56401,-117.6514,TRUE
SMC01004,SMC01004_2009,NA,NA,0.65517962,8.29365267,6.9,0.83196153,0.19,0.4783977,0,0.7915563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.15016,-118.16579,TRUE
SMC01004,SMC01004_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75124446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.15016,-118.16579,TRUE
SMC01013,SMC01013_2010,NA,NA,0.54487146,6.8668675,4.5,0.65532064,0.04,0.43442228,0,0.9928157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Urban,33.48059,-117.14397,TRUE
SMC01040,SMC01040_2009,NA,NA,1.19354708,7.52859671,9.85,1.30834475,0.95,1.07874941,0.67,1.03223456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.30553,-118.15792,TRUE
SMC01046,SMC01046_2009,NA,NA,0.64702057,7.64778901,6,0.78454047,0.13,0.50950066,0,0.89471609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Mission Bay and San Diego River,Urban,32.79509,-117.18494,TRUE
SMC01049,SMC01049_2010,NA,NA,0.77620822,8.2107596,8.5,1.035227,0.57,0.51718945,0,0.51076437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.17733,-117.20403,TRUE
SMC01049,SMC01049_2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82294176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,Central San Diego,Urban,33.17733,-117.20403,TRUE
SMC01096,SMC01096_2010,NA,NA,0.58374708,7.86102568,5.5,0.69965425,0.06,0.46783992,0,0.96028438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.28465,-118.29343,TRUE
SMC01096,SMC01096_2016,NA,NA,0.76260127,7.86102568,6.65,0.84594559,0.21,0.67925694,0.04,0.7419498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.28465,-118.29343,TRUE
SMC01151,SMC01151_2009,NA,NA,0.59882022,7.85460702,4.9,0.6238377,0.02,0.57380274,0.01,0.75203862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.3723,-118.97196,TRUE
SMC01155,SMC01155_2009,NA,NA,0.99823018,8.88630501,10.9,1.22660656,0.88,0.76985381,0.1,0.70267977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Open,33.7606,-117.67949,TRUE
SMC01158,SMC01158_2009,NA,NA,0.49499189,7.7231131,5,0.64740733,0.03,0.34257645,0,0.8460176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Central San Diego,Agricultural,32.96281,-117.16676,TRUE
SMC01161,SMC01161_2010,NA,NA,0.99065729,6.80916805,8.65,1.27034609,0.92,0.71096849,0.05,0.62736589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,Northern San Diego,Agricultural,33.44661,-117.25532,TRUE
SMC01164,SMC01164_2011,NA,NA,0.95301034,12.08768981,12.35,1.02170061,0.55,0.88432007,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.35078,-118.57968,TRUE
SMC01172,SMC01172_2009,NA,NA,0.81261515,7.63952899,6.6,0.86392761,0.24,0.7613027,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.0816,-118.85826,TRUE
SMC01174,SMC01174_2011,NA,NA,0.79671146,6.8985408,6.95,1.00745943,0.52,0.5859635,0.01,0.5139375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Urban,33.01677,-117.01646,TRUE
SMC01196,SMC01196_2010,NA,NA,0.77276685,7.06628035,6,0.84910302,0.21,0.69643069,0.05,0.77538047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.27835,-118.02952,TRUE
SMC01201,SMC01201_2010,NA,NA,0.93977982,6.96393084,8.75,1.25647428,0.91,0.62308537,0.02,0.69337341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Central San Diego,Urban,33.08584,-117.05528,TRUE
SMC01208,SMC01208_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6633931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.19015,-118.5365,TRUE
SMC01215,SMC01215_2011,NA,NA,0.86731796,7.87175129,8.5,1.07981054,0.66,0.65482538,0.03,0.6553169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Urban,34.33968,-119.06784,TRUE
SMC01248,SMC01248_2011,NA,NA,1.07230208,8.3128508,10,1.20295675,0.86,0.9416474,0.37,0.86453622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Open,34.25895,-117.74499,TRUE
SMC01248,SMC01248_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01677505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Open,34.25895,-117.74499,TRUE
SMC01257,SMC01257_2011,NA,NA,0.68284466,6.82920475,6,0.8785796,0.26,0.48710971,0,0.50151718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.60842,-117.61859,TRUE
SMC01258,SMC01258_2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72378255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Urban,32.64949,-117.05886,TRUE
SMC01260,SMC01260_2012,NA,NA,0.51004389,7.79718649,4.65,0.59636896,0.02,0.42371882,0,0.84187629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Urban,34.06502,-117.97473,TRUE
SMC01260,SMC01260_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9009597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Urban,34.06502,-117.97473,TRUE
SMC01278,SMC01278_2009,NA,NA,0.43425948,7.81425084,4,0.51188528,0.01,0.35663369,0,0.8073247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Urban,33.82099,-118.06645,TRUE
SMC01278,SMC01278_2016,NA,NA,0.384579,7.81425084,3,0.38391396,0,0.38524403,0,0.73841125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Urban,33.82099,-118.06645,TRUE
SMC01278,SMC01278_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22162782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Urban,33.82099,-118.06645,TRUE
SMC01320,SMC01320_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66131456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.29856,-118.25082,TRUE
SMC01358,SMC01358_2011,NA,NA,0.39595901,7.78281164,4,0.51395308,0.01,0.27796493,0,0.61603441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,SMC_out,33.90965,-118.24673,TRUE
SMC01372,SMC01372_2010,NA,NA,0.69273625,7.74987509,5.8,0.74839916,0.09,0.63707334,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Agricultural,34.43437,-118.61386,TRUE
SMC01413,SMC01413_2012,NA,NA,0.94167603,6.43301959,6.45,1.00263957,0.51,0.88071249,0.25,1.00301382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Open,33.30552,-116.80627,TRUE
SMC01424,SMC01424_2009,NA,NA,0.85103812,8.74895657,7,0.80009541,0.15,0.90198083,0.29,1.05650407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Open,34.24075,-117.81585,TRUE
SMC01452,SMC01452_2010,NA,NA,0.39156307,8.87883593,3.9,0.43924677,0,0.34387936,0,0.59952208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.09095,-118.06675,TRUE
SMC01454,SMC01454_2012,NA,NA,0.72245968,11.09800678,9.6,0.8650202,0.24,0.57989917,0.01,0.36800351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,SMC_out,33.95504,-117.86127,TRUE
SMC01464,SMC01464_2012,NA,NA,0.68552339,8.89524199,7.3,0.82066345,0.17,0.55038332,0.01,0.74253282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.27516,-118.52666,TRUE
SMC01504,SMC01504_2011,NA,NA,0.89538019,7.3288945,6.55,0.89372278,0.29,0.89703759,0.28,1.15465651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Open,34.25327,-117.71385,TRUE
SMC01512,SMC01512_2010,NA,NA,0.49004624,7.61755261,4,0.52510304,0.01,0.45498945,0,0.94680976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Urban,34.27641,-118.67252,TRUE
SMC01544,SMC01544_2010,NA,NA,0.79880356,7.7689842,7,0.90101869,0.3,0.69658842,0.05,0.77551029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.29729,-118.24843,TRUE
SMC01544,SMC01544_2016,NA,NA,0.84277761,7.7689842,7.95,1.0232998,0.55,0.66225542,0.03,0.82688916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.29729,-118.24843,TRUE
SMC01550,SMC01550_2009,NA,NA,0.64473928,7.71616432,5,0.64799035,0.03,0.64148822,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.05626,-118.84901,TRUE
SMC01555,SMC01555_2011,NA,NA,0.56979985,7.70131127,6,0.7790881,0.12,0.3605116,0,0.45188718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.54998,-117.77966,TRUE
SMC01567,SMC01567_2010,NA,NA,0.65962025,12.26591648,11.4,0.92940467,0.36,0.38983584,0,0.99815107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,Ventura,Open,34.50959,-119.38373,TRUE
SMC01567,SMC01567_2017,NA,NA,0.71334417,12.30131974,9.95,0.8088563,0.16,0.61783203,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,Ventura,Open,34.50959,-119.38373,TRUE
SMC01606,SMC01606_2009,NA,NA,0.70290087,7.04745817,6.3,0.89393933,0.29,0.51186241,0,0.69148667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Mission Bay and San Diego River,Urban,32.84198,-117.23481,TRUE
SMC01656,SMC01656_2012,NA,NA,0.69219839,7.65692454,6.5,0.8489048,0.21,0.53549199,0,0.73854923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.15633,-118.53627,TRUE
SMC01662,SMC01662_2012,NA,NA,0.57818974,9.51321205,6.7,0.70428368,0.06,0.4520958,0,0.52179739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,SMC_out,33.9248,-117.95665,TRUE
SMC01684,SMC01684_2009,NA,NA,0.3292663,9.03858796,2.95,0.32637841,0,0.33215419,0,0.80653142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Agricultural,34.27906,-118.91591,TRUE
SMC01689,SMC01689_2012,NA,NA,0.30015228,7.69928654,2.4,0.31171719,0,0.28858736,0,0.55407565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Urban,33.26814,-117.23574,TRUE
SMC01692,SMC01692_2011,NA,NA,0.80380144,8.33256392,8.2,0.98409086,0.47,0.62351203,0.02,0.78567596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.19798,-118.16972,TRUE
SMC01694,SMC01694_2010,NA,NA,0.38914789,11.16923199,4,0.35812668,0,0.42016909,0,0.6232253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.92,-117.90272,TRUE
SMC01694,SMC01694_2018,100,111.1111111,NA,NA,NA,NA,NA,NA,NA,NA,0.00197,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.92,-117.90272,TRUE
SMC01716,SMC01716_2010,NA,NA,0.4224707,10.4515333,4.25,0.4066389,0,0.43830249,0,0.77369002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.2073,-118.49727,TRUE
SMC01717,SMC01717_2009,NA,NA,0.55756038,7.12592962,4.85,0.68061295,0.05,0.4345078,0,0.48629825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Agricultural,33.34014,-117.13232,TRUE
SMC01726,SMC01726_2010,NA,NA,0.58989032,8.97703813,6,0.6683719,0.04,0.51140875,0,0.96783585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,San Gabriel,Urban,33.86351,-117.98816,TRUE
SMC01748,SMC01748_2009,NA,NA,0.71988794,7.82672849,6.7,0.85604094,0.22,0.58373495,0.01,0.68913889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Urban,34.28747,-118.82744,TRUE
SMC01748,SMC01748_2014,NA,NA,0.69224343,7.82672849,5.85,0.74743873,0.09,0.63704813,0.02,0.40052963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Urban,34.28747,-118.82744,TRUE
SMC01772,SMC01772_2012,NA,NA,0.59625569,8.90837737,6,0.67352333,0.04,0.51898804,0,0.69946108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,SMC_out,34.11001,-118.1228,TRUE
SMC01808,SMC01808_2011,NA,NA,0.81225478,6.41905666,6,0.93471678,0.37,0.68979277,0.04,0.83333764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.3094,-118.07316,TRUE
SMC01808,SMC01808_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96450866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.3094,-118.07316,TRUE
SMC01824,SMC01824_2012,NA,NA,0.66606163,8.15274735,6.95,0.85247337,0.22,0.4796499,0,0.51390278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Urban,34.09116,-117.75598,TRUE
SMC01860,SMC01860_2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51534969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Urban,34.224,-118.97911,TRUE
SMC01881,SMC01881_2013,NA,NA,0.35893211,7.10369213,2.9,0.40823841,0,0.30962581,0,0.51622716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Urban,33.23548,-117.34167,TRUE
SMC01902,SMC01902_2012,NA,NA,0.64861009,8.98419805,6.95,0.77358045,0.12,0.52363974,0,0.45897363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Urban,34.01036,-117.85602,TRUE
SMC01909,SMC01909_2009,NA,NA,0.92229808,7.62430018,8.9,1.16732025,0.81,0.6772759,0.04,0.54384589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Agricultural,33.31128,-117.13885,TRUE
SMC01909,SMC01909_2014,NA,NA,0.73108744,7.62430018,5.5,0.72137768,0.07,0.74079719,0.07,0.69155284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,Northern San Diego,Agricultural,33.31128,-117.13885,TRUE
SMC01912,SMC01912_2012,NA,NA,0.3943199,8.91823746,3.55,0.39806072,0,0.39057908,0,0.61854458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,SMC_out,34.23429,-118.60295,TRUE
SMC01923,SMC01923_2011,NA,NA,0.53283862,8.20370324,4.85,0.59119642,0.02,0.47448082,0,0.44866625,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.67221,-117.78872,TRUE
SMC01934,SMC01934_2012,NA,NA,0.56827563,8.1749096,5.65,0.69113914,0.05,0.44541211,0,0.50189551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.49,-117.66595,TRUE
SMC01960,SMC01960_2010,NA,NA,0.47233193,7.79529304,3.6,0.46181715,0,0.48284671,0,0.56994144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Urban,34.26554,-118.75916,TRUE
SMC01960,SMC01960_2014,NA,NA,0.58413588,7.79529304,4.95,0.63499858,0.03,0.53327317,0,0.48965212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,Calleguas,Urban,34.26554,-118.75916,TRUE
SMC01962,SMC01962_2010,NA,NA,0.53878807,7.18283535,4.7,0.6543377,0.03,0.42323843,0,0.76991467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Urban,32.66067,-117.03919,TRUE
SMC01962,SMC01962_2014,NA,NA,0.62568647,7.18283535,5.25,0.73090914,0.08,0.52046381,0,0.68281783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,Southern San Diego,Urban,32.66067,-117.03919,TRUE
SMC01972,SMC01972_2010,NA,NA,0.42513663,8.84736979,3.6,0.40690059,0,0.44337267,0,0.7486038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.24018,-118.49564,TRUE
SMC01979,SMC01979_2011,NA,NA,0.97378641,11.82508178,11.5,0.97250913,0.44,0.97506369,0.44,0.93989864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.45205,-119.13624,TRUE
SMC01982,SMC01982_2013,NA,NA,0.43073502,9.00863875,4.85,0.53837213,0.01,0.32309792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,Urban,33.91694,-118.03836,TRUE
SMC01987,SMC01987_2012,NA,NA,0.66640424,8.18095396,6.95,0.84953418,0.21,0.4832743,0,0.48410478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,San Juan,Urban,33.59028,-117.71185,TRUE
SMC01990,SMC01990_2009,NA,NA,0.61661595,7.68225093,5.4,0.70291898,0.06,0.53031292,0,0.75214814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.79653,-117.11327,TRUE
SMC01990,SMC01990_2014,NA,NA,0.66341859,7.68225093,5.6,0.72895302,0.08,0.59788416,0.01,0.82721564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.79653,-117.11327,TRUE
SMC02006,SMC02006_2009,NA,NA,0.44899344,7.57727256,3,0.39592082,0,0.50206606,0,0.95732579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Mission Bay and San Diego River,Urban,32.83083,-116.98486,TRUE
SMC02028,SMC02028_2012,NA,NA,0.66822034,8.31988392,6.7,0.8052997,0.15,0.53114098,0,0.50511338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.12868,-118.16553,TRUE
SMC02075,SMC02075_2012,NA,NA,0.84737441,6.56413443,6,0.91405806,0.33,0.78069075,0.11,0.89317064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,Santa Clara,Open,34.6719,-119.03758,TRUE
SMC02088,SMC02088_2011,NA,NA,0.80987292,7.76920309,7.9,1.01683531,0.54,0.60291053,0.01,0.89787412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.30226,-118.25959,TRUE
SMC02088,SMC02088_2018,NA,NA,0.9364029,7.76920309,8.55,1.10049897,0.7,0.77230682,0.1,0.93600159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.30226,-118.25959,TRUE
SMC02092,SMC02092_2011,NA,NA,0.84056756,7.70183753,7.85,1.01923729,0.54,0.66189782,0.03,0.71598152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.27948,-118.20684,TRUE
SMC02092,SMC02092_2018,NA,NA,1.01608787,7.70183753,9.85,1.27891558,0.93,0.75326017,0.08,0.90937392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Open,34.27948,-118.20684,TRUE
SMC02127,SMC02127_2009,NA,NA,0.83312024,11.95611889,11.9,0.99530626,0.49,0.67093422,0.03,0.61742156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,Ventura,Agricultural,34.42318,-119.26474,TRUE
SMC02127,SMC02127_2014,NA,NA,0.80726106,11.95611889,10.9,0.91166708,0.32,0.70285504,0.05,0.43490746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,Ventura,Agricultural,34.42318,-119.26474,TRUE
SMC02152,SMC02152_2010,NA,NA,0.58405462,7.75114168,4.8,0.61926361,0.02,0.54884563,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,Santa Monica Bay,Open,34.09801,-118.7217,TRUE
SMC02174,SMC02174_2013,NA,NA,0.35515309,9.49581769,3.6,0.37911427,0,0.33119191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,SMC_out,34.00511,-117.96922,TRUE
SMC02206,SMC02206_2011,NA,NA,0.51139814,11.15499797,6.3,0.56476926,0.01,0.45802702,0,0.86669787,0.0045,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.87098,-117.85002,TRUE
SMC02208,SMC02208_2013,NA,NA,0.60903167,6.72599463,5,0.74338448,0.09,0.47467887,0,0.58088611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,San Gabriel,SMC_out,34.12835,-117.77484,TRUE
SMC02228,SMC02228_2009,NA,NA,0.67868323,7.76068921,6.55,0.8439972,0.21,0.51336926,0,0.33720588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.06933,-118.22427,TRUE
SMC02232,SMC02232_2013,NA,NA,0.24594516,11.17697078,1.95,0.17446588,0,0.31742445,0,0.6692488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,Los Angeles,Urban,34.23241,-118.5524,TRUE
SMC02270,SMC02270_2010,NA,NA,0.63514306,8.32297474,6.9,0.82903051,0.18,0.44125561,0,0.51570471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.79573,-117.77241,TRUE
