,analytename,SiteYear,stationcode,objectid,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,methodname,fractionname,unit,result,resqualcode,mdl,rl,dilutionfactor,qacode,labresultcomments,labagencycode,projectcode,record_origin,origin_lastupdatedate,record_publish,originalid,masterid,huc,smcshed,county,smc_lu,latitude,longitude,probabilistic,SiteDate,Year,OCresult,OrgNorm,RLOC,Class,TEB,LEB,Assessment,RLOC_Eval,TEBq,LEBq,AssessNumeric
617,Esfenvalerate,901S39498_2010,901S39498,122074,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00022,0.000441,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,901S39498,901,San Juan,Orange,Urban,33.49038,-117.66532,TRUE,901S39498_2010-05-18,2010,0.0478,0,0.009,PYR,0.055,0.55,Unlikely_ND,GoodRL,0,0,6
618,Esfenvalerate,901S45253_2010,901S45253,85033,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000201,0.000402,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,901S45253,901,San Juan,Orange,Urban,33.51442,-117.62613,TRUE,901S45253_2010-05-18,2010,0.0345,0,0.012,PYR,0.055,0.55,Unlikely_ND,GoodRL,0,0,6
619,Esfenvalerate,SMC00686_2019,SMC00686,132093,8/7/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00686,405,San Gabriel,Los Angeles,Urban,34.0322,-117.83819,TRUE,SMC00686_2019-08-07,2019,0.0097,0,0.052,PYR,0.055,0.55,Unlikely_ND,GoodRL,0,0,6
620,Esfenvalerate,SMC00766_2011,SMC00766,20104,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0048,0.0048,1,None,,WKL,NA,SMC,6/11/2018 15:25,TRUE,NA,SMC00766,801,Lower Santa Ana,Orange,Urban,33.65718,-117.83739,TRUE,SMC00766_2011-07-11,2011,0.012,0,0.4,PYR,0.055,0.55,Possible or Unlikely,Poor RL,0,0,4
621,Esfenvalerate,906S02902_2011,906S02902,86204,8/3/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000227,0.000869,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,906S02902,906,Central San Diego,San Diego,Urban,32.949075,-117.064432,TRUE,906S02902_2011-08-03,2011,0.0881,0,0.01,PYR,0.055,0.55,Unlikely_ND,GoodRL,0,0,6
622,Esfenvalerate,907M23342_2017,907M23342,49445,6/13/2017,grab,sediment,1,1,EPA 8270D_NCI,None,ug/g dw,-88,ND,0.00028,9.00E-04,1,None,,PEL,NA,SMC,6/11/2018 15:23,TRUE,NA,907M23342,907,Mission Bay and San Diego River,San Diego,Open,32.99095,-116.59072,TRUE,907M23342_2017-06-13,2017,0.038,0,0.024,PYR,0.055,0.55,Unlikely_ND,GoodRL,0,0,6
623,Esfenvalerate,907M23385_2019,907M23385,129068,6/25/2019,grab,sediment,1,1,EPA 8270D_NCI,None,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_San_Diego_River_WMA_2019,SMC,1/17/2020 20:27,FALSE,NA,907M23385,907,Mission Bay and San Diego River,San Diego,Urban,32.81067,-117.07466,TRUE,907M23385_2019-06-25,2019,0.0092,0,0.054,PYR,0.055,0.55,Unlikely_ND,GoodRL,0,0,6
624,Esfenvalerate,907S05514_2011,907S05514,123746,5/18/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000322,0.000644,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,907S05514,907,Mission Bay and San Diego River,San Diego,Open,32.97974,-116.74246,TRUE,907S05514_2011-05-18,2011,0.0094,0,0.069,PYR,0.055,0.55,Possible or Unlikely,Poor RL,0,0,4
625,Esfenvalerate,907S11430_2012,907S11430,123780,7/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000186,0.000711,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,NA,907S11430,907,Mission Bay and San Diego River,San Diego,Urban,32.848374,-116.860048,TRUE,907S11430_2012-07-18,2012,0.0177,0,0.04,PYR,0.055,0.55,Unlikely_ND,GoodRL,0,0,6
626,Esfenvalerate,909S14218_2012,909S14218,123931,7/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000348,0.00133,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,NA,909S14218,909,Southern San Diego,San Diego,Urban,32.829985,-116.736039,TRUE,909S14218_2012-07-18,2012,0.0485,0,0.027,PYR,0.055,0.55,Unlikely_ND,GoodRL,0,0,6
627,Esfenvalerate,ME-CC_2017,ME-CC,49071,5/30/2017,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00083,0.00083,1,None,"""None"" 01/Jan/1950 00:00",WKL,NA,SMC,6/11/2018 15:25,TRUE,NA,ME-CC,408,Calleguas,Ventura,Agricultural,34.17912,-119.03968,TRUE,ME-CC_2017-05-30,2017,0.0199,0,0.042,PYR,0.055,0.55,Unlikely_ND,GoodRL,0,0,6
628,Esfenvalerate,SMC02206_2011,SMC02206,20089,7/19/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0041,0.0041,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC02206,801,Lower Santa Ana,Orange,Urban,33.87098,-117.85002,TRUE,SMC02206_2011-07-19,2011,0.0033,0,1.242,PYR,0.055,0.55,RL Too High,Tragic RL,0,0,2
629,Esfenvalerate,SMC01384_2017,SMC01384,49773,6/7/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00028,9.00E-04,1,None,,PEL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC01384,404,Santa Monica Bay,Los Angeles,Open,34.0646,-118.70091,TRUE,SMC01384_2017-06-07,2017,0.0298,0,0.03,PYR,0.055,0.55,Unlikely_ND,GoodRL,0,0,6
630,Esfenvalerate,SMC01923_2011,SMC01923,20059,7/12/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0035,0.0035,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC01923,801,Lower Santa Ana,Orange,Urban,33.67221,-117.78872,TRUE,SMC01923_2011-07-12,2011,0.0015,0,2.333,PYR,0.055,0.55,RL Too High,Tragic RL,0,0,2
631,Fenpropathrin,904CBSAM5_2010,904S02585,122937,5/19/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.001139,0.002278,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,904CBSAM5,904,Central San Diego,San Diego,Urban,33.09086,-117.2447,TRUE,904CBSAM5_2010-05-19,2010,0.07,0,0.03,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
632,Fenpropathrin,903S06113_2012,903S06113,122563,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,6.70E-05,0.000388,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,NA,903S06113,903,Northern San Diego,San Diego,Open,33.2645,-116.8131,TRUE,903S06113_2012-06-30,2012,0.0231,0,0.02,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
633,Fenpropathrin,901S06798_2011,901S06798,121830,5/17/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00104,0.00208,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,901S06798,901,San Juan,Orange,Open,33.53154,-117.74144,TRUE,901S06798_2011-05-17,2011,0.0027,0,0.77,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
634,Fenpropathrin,904S01814_2010,904S01814,85687,6/15/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000698,0.001396,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,904S01814,904,Central San Diego,San Diego,Urban,33.02292,-117.2273,TRUE,904S01814_2010-06-15,2010,0.0215,0,0.06,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
635,Fenpropathrin,904S02201_2010,904S02201,85764,5/19/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.001406,0.002812,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,904S02201,904,Central San Diego,San Diego,Urban,33.17979,-117.33735,TRUE,904S02201_2010-05-19,2010,0.0712,0,0.04,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
636,Fenpropathrin,901S04409_2011,901S04409,84641,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00112,0.00225,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,901S04409,901,San Juan,Riverside,Open,33.60347,-117.45314,TRUE,901S04409_2011-05-19,2011,0.0119,0,0.19,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
637,Fenpropathrin,901S39498_2010,901S39498,122075,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000881,0.001763,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,901S39498,901,San Juan,Orange,Urban,33.49038,-117.66532,TRUE,901S39498_2010-05-18,2010,0.0478,0,0.04,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
638,Fenpropathrin,901S45253_2010,901S45253,122128,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000805,0.00161,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,901S45253,901,San Juan,Orange,Urban,33.51442,-117.62613,TRUE,901S45253_2010-05-18,2010,0.0345,0,0.05,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
639,Fenpropathrin,902M18909_2019,902M18909,127019,5/9/2019,grab,sediment,1,1,Pyrethroid Pesticides by GC/MS/MS,Total,ug/g dw,0.0057,=,0.00059,0.0012,1,None,,CalScience,SMC_Carlsbad_WMA_2019,SMC,9/18/2019 15:36,FALSE,NA,902M18909,902,Northern San Diego,Riverside,Agricultural,33.46607,-117.19794,TRUE,902M18909_2019-05-09,2019,0.019,0.3,0.06,PYR,0.11,1.1,Possible,GoodRL,2.727272727,0.272727273,3
640,Fenpropathrin,903S02145_2011,903S02145,85415,8/3/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,5.50E-05,0.000316,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,903S02145,903,Northern San Diego,San Diego,Agricultural,33.269344,-117.031468,TRUE,903S02145_2011-08-03,2011,0.0012,0,0.26,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
641,Fenpropathrin,SMC00464_2017,SMC00464,130808,7/21/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00021,0.00066,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00464,405,San Gabriel,Los Angeles,Open,34.24152,-117.86683,TRUE,SMC00464_2017-07-21,2017,0.027,0,0.02,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
642,Fenpropathrin,SMC00544_2017,SMC00544,130985,6/14/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00021,0.00066,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00544,405,San Gabriel,Los Angeles,Open,34.14677,-117.74153,TRUE,SMC00544_2017-06-14,2017,0.0275,0,0.02,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
643,Fenpropathrin,SMC00686_2019,SMC00686,132091,8/7/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00021,5.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00686,405,San Gabriel,Los Angeles,Urban,34.0322,-117.83819,TRUE,SMC00686_2019-08-07,2019,0.0097,0,0.05,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
644,Fenpropathrin,SMC01384_2017,SMC01384,49777,6/7/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00021,0.00066,1,None,,PEL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC01384,404,Santa Monica Bay,Los Angeles,Open,34.0646,-118.70091,TRUE,SMC01384_2017-06-07,2017,0.0298,0,0.02,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
645,Fenpropathrin,904S08089_2010,904S08089,85878,5/20/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00062,0.00124,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,904S08089,904,Central San Diego,San Diego,Agricultural,33.08899,-117.13748,TRUE,904S08089_2010-05-20,2010,0.0532,0,0.02,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
646,Fenpropathrin,904S12185_2011,904S12185,85915,5/24/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00125,0.00251,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,904S12185,904,Central San Diego,San Diego,Agricultural,33.09918,-117.13013,TRUE,904S12185_2011-05-24,2011,0.007,0,0.36,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
647,Fenpropathrin,901S06851_2011,901S06851,121868,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00106,0.00213,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,901S06851,901,San Juan,Orange,Urban,33.55052,-117.67542,TRUE,901S06851_2011-05-19,2011,0.0046,0,0.46,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
648,Fenpropathrin,901S11685_2012,901S11685,84877,5/31/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000118,0.000678,1,"H,PJM",NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,NA,901S11685,901,San Juan,Orange,Urban,33.5099,-117.6348,TRUE,901S11685_2012-05-31,2012,0.0172,0,0.04,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
649,Fenpropathrin,901S12942_2012,901S12942,122008,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,6.10E-05,0.000351,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,NA,901S12942,901,San Juan,Orange,Urban,33.4779,-117.6785,TRUE,901S12942_2012-06-30,2012,0.0312,0,0.01,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
650,Fenpropathrin,403M05795_2017,403M05795,49776,6/5/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00021,0.00066,1,None,,PEL,NA,SMC,6/11/2018 15:22,TRUE,NA,403M05795,403,Santa Clara,Los Angeles,Open,34.60898,-118.77961,TRUE,403M05795_2017-06-05,2017,0.0472,0,0.01,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
651,Fenpropathrin,403M05832_2019,403M05832,129530,6/27/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00021,5.00E-04,1,None,,PEL,SMC_LACFCD_2019,SMC,1/17/2020 21:17,FALSE,NA,403M05832,403,Santa Clara,Los Angeles,Open,34.54997,-118.50855,TRUE,403M05832_2019-06-27,2019,0.0561,0,0.01,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
652,Fenpropathrin,403S01136_2011,403S01136,98539,6/13/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.0013,0.00259,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,403S01136,403,Santa Clara,Los Angeles,Open,34.62762,-118.74403,TRUE,403S01136_2011-06-13,2011,0.0093,0,0.28,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
653,Fenpropathrin,403S01536_2011,403S01536,98672,7/12/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00112,0.00225,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,403S01536,403,Santa Clara,Los Angeles,Open,34.56909,-118.39212,TRUE,403S01536_2011-07-12,2011,0.0124,0,0.18,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
654,Fenpropathrin,403S01728_2011,403S01728,98748,7/13/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00125,0.00249,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,403S01728,403,Santa Clara,Los Angeles,Open,34.5749,-118.46002,TRUE,403S01728_2011-07-13,2011,0.0086,0,0.29,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
655,Fenpropathrin,403S02363_2011,403S02363,98841,6/16/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00105,0.00209,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,403S02363,403,Santa Clara,Ventura,Open,34.55885,-119.15456,TRUE,403S02363_2011-06-16,2011,0.0058,0,0.36,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
656,Fenpropathrin,403S02764_2011,403S02764,61897,6/14/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00113,0.00225,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,403S02764,403,Santa Clara,Ventura,Open,34.44778,-118.7549,TRUE,403S02764_2011-06-14,2011,0.0077,0,0.29,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
657,Fenpropathrin,403S04868_2011,403S04868,99035,6/15/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00112,0.00224,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,403S04868,403,Santa Clara,Ventura,Agricultural,34.40491,-118.93943,TRUE,403S04868_2011-06-15,2011,0.0101,0,0.22,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
658,Fenpropathrin,403S06139_2012,403S06139,99143,6/27/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,5.90E-05,0.000339,1,None,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,403S06139,403,Santa Clara,Ventura,Open,34.55464,-119.2405,TRUE,403S06139_2012-06-27,2012,0.0155,0,0.02,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
659,Fenpropathrin,403S06283_2012,403S06283,99183,6/13/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,9.80E-05,0.000563,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,403S06283,403,Santa Clara,Ventura,Open,34.69386,-118.86079,TRUE,403S06283_2012-06-13,2012,0.0159,0,0.04,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
660,Fenpropathrin,403S06315_2012,403S06315,99220,6/27/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,5.50E-05,0.000317,1,None,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,403S06315,403,Santa Clara,Ventura,Open,34.59223,-119.31033,TRUE,403S06315_2012-06-27,2012,0.0411,0,0.01,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
661,Fenpropathrin,403S06660_2012,403S06660,62284,6/14/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,5.70E-05,0.000325,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,403S06660,403,Santa Clara,Ventura,Agricultural,34.42963,-118.92373,TRUE,403S06660_2012-06-14,2012,0.0151,0,0.02,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
662,Fenpropathrin,403S07024_2012,403S07024,62358,6/13/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,7.40E-05,0.000423,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,403S07024,403,Santa Clara,Los Angeles,Open,34.6092,-118.75771,TRUE,403S07024_2012-06-13,2012,0.0576,0,0.01,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
663,Fenpropathrin,403S07227_2012,403S07227,62398,6/27/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,5.80E-05,0.000332,1,None,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,403S07227,403,Santa Clara,Ventura,Open,34.56208,-119.16664,TRUE,403S07227_2012-06-27,2012,0.0124,0,0.03,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
664,Fenpropathrin,403S16332_2013,403S16332,62520,6/26/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,5.60E-05,0.00032,1,PJM,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,403S16332,403,Santa Clara,Ventura,Open,34.5317,-118.75812,TRUE,403S16332_2013-06-26,2013,0.0446,0,0.01,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
665,Fenpropathrin,403S16493_2013,403S16493,99598,6/24/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,5.20E-05,0.000301,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,403S16493,403,Santa Clara,Ventura,Open,34.6867,-118.84546,TRUE,403S16493_2013-06-24,2013,0.0077,0,0.04,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
666,Fenpropathrin,403S16978_2013,403S16978,62631,6/26/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,8.50E-05,0.000487,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,403S16978,403,Santa Clara,Ventura,Open,34.42319,-118.76771,TRUE,403S16978_2013-06-26,2013,0.0286,0,0.02,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
667,Fenpropathrin,403S18093_2013,403S18093,99742,6/24/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,8.90E-05,0.000513,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,403S18093,403,Santa Clara,Ventura,Open,34.69441,-118.85658,TRUE,403S18093_2013-06-24,2013,0.0094,0,0.05,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
668,Fenpropathrin,403S34646_2013,403S34646,62779,6/25/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00198,0.0114,20,"D,PJM",NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,403S34646,403,Santa Clara,Los Angeles,Agricultural,34.42556,-118.56616,TRUE,403S34646_2013-06-25,2013,0.0923,0,0.12,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
669,Fenpropathrin,403S39062_2013,403S39062,99850,6/25/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.000239,DNQ,7.70E-05,0.00044,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,403S39062,403,Santa Clara,Los Angeles,Agricultural,34.4323,-118.61744,TRUE,403S39062_2013-06-25,2013,0.0083,0.03,0.05,PYR,0.11,1.1,Unlikely (<TEB),GoodRL,0.272727273,0.027272727,5
670,Fenpropathrin,404M07360_2017,404M07360,49778,6/8/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00021,0.00066,1,None,,PEL,NA,SMC,6/11/2018 15:23,TRUE,NA,404M07360,404,Santa Monica Bay,Los Angeles,Urban,34.15459,-118.75848,TRUE,404M07360_2017-06-08,2017,0.0754,0,0.01,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
671,Fenpropathrin,404M07372_2019,404M07372,129532,7/9/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,0.00882,=,0.00021,5.00E-04,1,None,,PEL,SMC_LACFCD_2019,SMC,1/17/2020 21:17,FALSE,NA,404M07372,404,Santa Monica Bay,Los Angeles,Urban,34.13604,-118.75743,TRUE,404M07372_2019-07-09,2019,0.042,0.21,0.01,PYR,0.11,1.1,Possible,GoodRL,1.909090909,0.190909091,3
672,Fenpropathrin,404S11880_2011,404S11880,103350,6/7/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00137,0.00274,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,404S11880,404,Santa Monica Bay,Los Angeles,Urban,34.12529,-118.70827,TRUE,404S11880_2011-06-07,2011,0.0214,0,0.13,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
673,Fenpropathrin,404S13416_2011,404S13416,66527,6/8/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00111,0.00221,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,404S13416,404,Santa Monica Bay,Los Angeles,Urban,34.09875,-118.71594,TRUE,404S13416_2011-06-08,2011,0.0074,0,0.3,PYR,0.11,1.1,Possible or Unlikely,Poor RL,0,0,4
674,Fenpropathrin,905S15201_2012,905S15201,86079,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000113,0.000649,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,NA,905S15201,905,Central San Diego,San Diego,Open,33.11778,-116.85444,TRUE,905S15201_2012-06-30,2012,0.0123,0,0.05,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
675,Fenpropathrin,906S02902_2011,906S02902,123347,8/3/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,7.60E-05,0.000434,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,906S02902,906,Central San Diego,San Diego,Urban,32.949075,-117.064432,TRUE,906S02902_2011-08-03,2011,0.0881,0,0,PYR,0.11,1.1,Unlikely_ND,GoodRL,0,0,6
